slug,title,classification,displayTitle,subtitle,convertibility,pattern,tag,publishedAt,updatedAt,description,articleType,serviceLinked,serviceIds,seoTitleKeep,notes
tldv-review,tl;dvとは？使い方・料金・どんな人に向いているかをわかりやすく解説,A. 単体サービス紹介,tl;dv,使い方・料金・どんな人に向いているかをわかりやすく解説,自動変換可能,Aとは？〜,AI議事録,2026-08-12,2026-08-23,tl;dvは、Zoom、Google Meet、Microsoft Teamsなどの会議を録画・文字起こしし、AIで要約やアクション項目まで整理できる会議アシスタントです。デスクトップアプリやモバイルアプリが用意されており、オンライン会議だけでなく、対面やハイブリッド形式の会議でも使えるようになっています。,service_review,あり,SRV-000005-tldv,可,
tokyo-gas-electricity-review,東京ガスの電気は安い？基本プランの料金・セット割・東京電力から変える意味を解説,A. 単体サービス紹介,東京ガスの電気,は安い？基本プランの料金・セット割・東京電力から変える意味を解説,ほぼ自動変換可能,Aは〜,電気,2026-08-22,2026-08-24,東京ガスの電気は、都市ガスで知られる東京ガスが提供している電力サービスです。,service_review,あり,,可,
transit-ic-comparison,交通系IC4社を比較｜Suica・PASMO・ICOCA・SUGOCAどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,交通系IC4社を比較,Suica・PASMO・ICOCA・SUGOCAどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,交通系IC,2026-08-22,2026-08-22,Suica、PASMO、ICOCA、SUGOCAを、全国相互利用、モバイル、デポジット、ポイント、オートチャージ、定期券で比較します。,service_comparison,あり,,可,
unext-review,U-NEXTとは？料金・ポイント制度・使い方と他社動画配信サービスとの違いを解説,A. 単体サービス紹介,U-NEXT,料金・ポイント制度・使い方と他社動画配信サービスとの違いを解説,自動変換可能,Aとは？〜,動画配信,2026-08-22,2026-08-25,U-NEXTは、映画・ドラマ・アニメなどを楽しめる動画配信サービスです。,service_review,あり,,可,
unison-career-review,ユニゾンキャリアとは？IT転職の特徴・求人・無料相談の流れをわかりやすく解説,A. 単体サービス紹介,ユニゾンキャリア,IT転職の特徴・求人・無料相談の流れをわかりやすく解説,自動変換可能,Aとは？〜,ITエンジニア転職,2026-08-05,2026-08-23,ユニゾンキャリアは、IT・Web・ゲーム業界に特化した転職エージェントです。,service_review,あり,SRV-000018,可,
vapi-review,Vapiとは？AI電話エージェントの作り方・料金・どんな開発に向いているかを解説,A. 単体サービス紹介,Vapi,AI電話エージェントの作り方・料金・どんな開発に向いているかを解説,自動変換可能,Aとは？〜,AI音声エージェント,2026-08-23,2026-08-24,Vapiは、電話やWeb上で人と会話できる音声AIエージェントを開発するためのプラットフォームです。,service_review,あり,,可,
vapi-vs-retell-ai,VapiとRetell AIを比較｜AI電話の料金・モデル・テスト・運用はどっち？【2026年版】,B. 2サービス比較,Vapi vs Retell AI,VapiとRetell AIを料金構造、同時通話、モデル自由度、シミュレーション、分析、開発者向け度で比較します。,ほぼ自動変換可能,AとBを比較,AI音声エージェント,2026-08-23,2026-08-23,VapiとRetell AIを料金構造、同時通話、モデル自由度、シミュレーション、分析、開発者向け度で比較します。,service_comparison,あり,,可,
video-streaming-comparison,動画配信サービス4社を比較｜Netflix・Prime Video・U-NEXT・Disney+どれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,動画配信サービス4社を比較,Netflix・Prime Video・U-NEXT・Disney+どれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,動画配信,2026-08-22,2026-08-22,Netflix、Amazon Prime Video、U-NEXT、Disney+を、月額、広告、4K、同時視聴、独占作品、ポイント、家族利用で比較します。,service_comparison,あり,,可,
watami-takushoku-direct-review,ワタミの宅食ダイレクトとは？料金・送料・いつでも三菜・定期条件を解説【2026年版】,A. 単体サービス紹介,ワタミの宅食ダイレクト,料金・送料・いつでも三菜・定期条件を解説【2026年版】,自動変換可能,Aとは？〜,宅配食,2026-08-22,2026-08-22,ワタミの宅食ダイレクトのいつでも三菜7/10/14/20食料金、送料、定期3回条件、250kcal基準・塩分2.0g以下を整理します。,service_review,あり,,可,
water-server-comparison,ウォーターサーバー4社を比較｜プレミアムウォーター・コスモ・フレシャス・エブリィフレシャスどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,ウォーターサーバー4社を比較,プレミアムウォーター・コスモ・フレシャス・エブリィフレシャスどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,ウォーターサーバー,2026-08-22,2026-08-22,プレミアムウォーター、コスモウォーター、フレシャス、エブリィフレシャスを料金、水タイプ、交換方法、契約で比較します。,service_comparison,あり,,可,
white-delivery-cleaning-review,ホワイト宅配便とは？料金・送料無料・最長9ヶ月保管・10点パックを解説【2026年版】,A. 単体サービス紹介,ホワイト宅配便,料金・送料無料・最長9ヶ月保管・10点パックを解説【2026年版】,自動変換可能,Aとは？〜,宅配クリーニング,2026-08-22,2026-08-22,ホワイト急便のホワイト宅配便の5/8/10点、保管付き5/10/15点、全国送料無料、最長9ヶ月保管を整理します。,service_review,あり,,可,
wispr-flow,Wispr Flowとは？音声入力の使い方・無料版とProの違いをわかりやすく解説,A. 単体サービス紹介,Wispr Flow,音声入力の使い方・無料版とProの違いをわかりやすく解説,自動変換可能,Aとは？〜,AIサービス,2026-08-22,2026-08-23,Wispr Flowは、話した内容を単に文字へ起こすだけでなく、フィラーや言い直しを整え、メール、チャット、文書などへそのまま使いやすい文章として入力できるAI音声入力ツールです。,service_review,あり,,可,
writesonic-review,Writesonicとは？AI記事作成・SEO・AI検索対策で何ができるか、料金まで解説,A. 単体サービス紹介,Writesonic,AI記事作成・SEO・AI検索対策で何ができるか、料金まで解説,自動変換可能,Aとは？〜,AIサービス,2026-08-13,2026-08-24,Writesonicは、AIを使って記事を書くためのサービスとして知られてきましたが、現在はそれだけではありません。,service_review,あり,SRV-000008-writesonic,可,
yahoo-furima-review,Yahoo!フリマとは？手数料・送料・買い方・売り方までわかりやすく解説,A. 単体サービス紹介,Yahoo!フリマ,手数料・送料・買い方・売り方までわかりやすく解説,自動変換可能,Aとは？〜,フリマ・個人売買,2026-08-22,2026-08-24,Yahoo!フリマは、個人同士で商品を売買できるフリマサービスです。,service_review,あり,,可,
yahoo-shopping-ai-agent-review,Yahoo!ショッピング AIエージェントとは？商品探し・比較・購入後まで何ができるか解説,B. 2サービス比較,Yahoo!ショッピング AIエージェント vs は？商品探し・,欲しい商品を探すところから比較、購入タイミングの検討、注文後の確認まで、Yahoo!ショッピングでの買い物を生成AIが支援する機能です。,ほぼ自動変換可能,Aとは？〜,AIショッピング,2026-08-22,2026-08-24,Yahoo!ショッピング AIエージェントは、欲しい商品を探すところから比較、購入タイミングの検討、注文後の確認まで、Yahoo!ショッピングでの買い物を生成AIが支援する機能です。,service_review,あり,,可,
youngphoto-review,YoungPhotoとは？構図ガイドの使い方・料金・350円払う意味を解説,A. 単体サービス紹介,YoungPhoto,構図ガイドの使い方・料金・350円払う意味を解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,YoungPhotoは、撮影画面に構図ガイドを表示し、そのガイドを見ながら雰囲気のある写真を撮れるiPhone向けカメラアプリです。日本のApp Store価格は350円です。,service_review,あり,,可,
youtube-music-review,YouTube Musicとは？無料版・Premium料金・バックグラウンド再生・YouTube Premiumとの違いを解説【2026年版】,A. 単体サービス紹介,YouTube Music,無料版・Premium料金・バックグラウンド再生・YouTube Premiumとの違いを解説【2026年版】,自動変換可能,Aとは？〜,音楽サブスク,2026-08-22,2026-08-22,"YouTube Musicの無料版、YouTube Music Premiumの個人月額1,080円、学生580円、ファミリー1,680円、オフライン再生、バックグラウンド再生、YouTube Premiumとの違いを整理します。",service_review,あり,,可,
zapier-agents-review,Zapier Agentsとは？普通のZapとの違い・使い方・料金をわかりやすく解説,A. 単体サービス紹介,Zapier Agents,普通のZapとの違い・使い方・料金をわかりやすく解説,自動変換可能,Aとは？〜,AI業務自動化,2026-08-23,2026-08-24,"Zapier Agentsは、Zapierが持つ9,000以上のアプリ連携を使い、AIへ実際の仕事を任せるためのエージェント機能です。",service_review,あり,,可,
